name,shot_made_flag,shot_type,shot_distance,x,y,,
Stephen Curry,1,2PT Field Goal,19,102,170,,
Stephen Curry,1,2PT Field Goal,21,-141,167,,
Stephen Curry,1,3PT Field Goal,25,77,242,,
Stephen Curry,0,3PT Field Goal,26,-157,219,,
Stephen Curry,1,3PT Field Goal,27,136,235,,
Stephen Curry,1,3PT Field Goal,25,121,225,,
Stephen Curry,1,2PT Field Goal,10,-46,96,,
Stephen Curry,1,3PT Field Goal,26,64,254,,
Stephen Curry,0,3PT Field Goal,25,-205,149,,
Stephen Curry,1,3PT Field Goal,23,-231,50,,
Stephen Curry,0,3PT Field Goal,25,206,145,,
Stephen Curry,0,3PT Field Goal,25,201,153,,
Stephen Curry,1,3PT Field Goal,27,204,181,,
Stephen Curry,1,3PT Field Goal,27,-172,213,,
Stephen Curry,1,3PT Field Goal,24,64,238,,
Stephen Curry,0,2PT Field Goal,19,-105,159,,
Stephen Curry,0,3PT Field Goal,23,-232,26,,
Stephen Curry,0,3PT Field Goal,26,77,252,,
Stephen Curry,1,3PT Field Goal,25,-224,129,,
Stephen Curry,1,2PT Field Goal,19,-136,142,,
Stephen Curry,1,3PT Field Goal,28,-209,189,,
Stephen Curry,0,3PT Field Goal,25,-35,257,,
Stephen Curry,1,3PT Field Goal,25,-16,257,,
Stephen Curry,1,3PT Field Goal,26,-193,183,,
Stephen Curry,1,2PT Field Goal,20,-150,138,,
Stephen Curry,0,3PT Field Goal,29,-193,225,,
Stephen Curry,1,3PT Field Goal,27,163,224,,
Stephen Curry,1,2PT Field Goal,16,83,143,,
Stephen Curry,0,3PT Field Goal,26,163,205,,
Stephen Curry,0,2PT Field Goal,19,-114,153,,
Stephen Curry,1,3PT Field Goal,24,-212,118,,
Stephen Curry,1,3PT Field Goal,27,-52,268,,
Stephen Curry,0,3PT Field Goal,23,-229,52,,
Stephen Curry,1,3PT Field Goal,24,-166,178,,
Stephen Curry,1,3PT Field Goal,28,-40,279,,
Stephen Curry,1,2PT Field Goal,21,-105,190,,
Stephen Curry,0,3PT Field Goal,49,-109,484,,
Stephen Curry,1,3PT Field Goal,23,-234,19,,
Stephen Curry,1,3PT Field Goal,27,163,217,,
Stephen Curry,0,3PT Field Goal,28,144,244,,
Stephen Curry,0,2PT Field Goal,19,129,146,,
Stephen Curry,0,3PT Field Goal,25,-209,140,,
Stephen Curry,1,2PT Field Goal,21,-16,211,,
Stephen Curry,1,3PT Field Goal,26,125,233,,
Stephen Curry,1,3PT Field Goal,26,-109,246,,
Stephen Curry,1,3PT Field Goal,28,132,249,,
Stephen Curry,1,3PT Field Goal,25,-194,164,,
Stephen Curry,1,3PT Field Goal,27,-127,246,,
Stephen Curry,1,3PT Field Goal,26,138,227,,
Stephen Curry,0,3PT Field Goal,25,-52,252,,
Stephen Curry,1,3PT Field Goal,25,-15,254,,
Stephen Curry,0,3PT Field Goal,26,-41,258,,
Stephen Curry,0,3PT Field Goal,28,-92,266,,
Stephen Curry,1,2PT Field Goal,18,136,129,,
Stephen Curry,0,3PT Field Goal,26,-117,236,,
Stephen Curry,0,3PT Field Goal,22,-223,55,,
Stephen Curry,0,3PT Field Goal,28,-196,203,,
Stephen Curry,1,3PT Field Goal,27,154,227,,
Stephen Curry,1,2PT Field Goal,14,59,132,,
Stephen Curry,1,3PT Field Goal,25,209,138,,
Stephen Curry,0,3PT Field Goal,23,231,44,,
Stephen Curry,0,3PT Field Goal,23,234,26,,
Stephen Curry,0,3PT Field Goal,27,-97,252,,
Stephen Curry,0,2PT Field Goal,20,2,209,,
Stephen Curry,1,2PT Field Goal,17,-141,101,,
Stephen Curry,1,3PT Field Goal,27,196,187,,
Stephen Curry,0,2PT Field Goal,19,-177,89,,
Stephen Curry,0,3PT Field Goal,25,203,162,,
Stephen Curry,1,3PT Field Goal,26,75,257,,
Stephen Curry,1,3PT Field Goal,23,-232,26,,
Stephen Curry,1,3PT Field Goal,27,-147,236,,
Stephen Curry,1,3PT Field Goal,23,230,48,,
Stephen Curry,0,2PT Field Goal,4,-23,44,,
Stephen Curry,0,3PT Field Goal,25,176,187,,
Stephen Curry,1,2PT Field Goal,18,61,175,,
Stephen Curry,0,3PT Field Goal,55,-134,534,,
Stephen Curry,1,3PT Field Goal,23,237,4,,
Stephen Curry,0,2PT Field Goal,9,91,31,,
Stephen Curry,0,3PT Field Goal,25,28,255,,
Stephen Curry,0,3PT Field Goal,28,181,214,,
Stephen Curry,1,3PT Field Goal,25,-207,149,,
Stephen Curry,1,3PT Field Goal,25,113,224,,
Stephen Curry,1,3PT Field Goal,26,32,261,,
Stephen Curry,1,3PT Field Goal,23,-234,6,,
Stephen Curry,1,2PT Field Goal,18,-116,142,,
Stephen Curry,1,3PT Field Goal,24,-193,148,,
Stephen Curry,1,3PT Field Goal,26,122,233,,
Stephen Curry,1,2PT Field Goal,14,64,127,,
Stephen Curry,0,3PT Field Goal,25,-205,151,,
Stephen Curry,0,3PT Field Goal,26,-29,265,,
Stephen Curry,0,3PT Field Goal,26,-43,257,,
Stephen Curry,0,3PT Field Goal,24,2,246,,
Stephen Curry,0,3PT Field Goal,23,230,36,,
Stephen Curry,1,3PT Field Goal,26,-38,266,,
Stephen Curry,0,2PT Field Goal,19,-43,187,,
Stephen Curry,0,3PT Field Goal,27,125,247,,
Stephen Curry,0,3PT Field Goal,27,141,236,,
Stephen Curry,0,3PT Field Goal,26,212,154,,
Stephen Curry,0,3PT Field Goal,29,-168,242,,
Stephen Curry,0,3PT Field Goal,53,-164,512,,
Stephen Curry,1,3PT Field Goal,22,-224,52,,
Stephen Curry,1,2PT Field Goal,14,121,86,,
Stephen Curry,1,2PT Field Goal,16,163,33,,
Stephen Curry,1,3PT Field Goal,23,237,15,,
Stephen Curry,1,3PT Field Goal,26,-169,205,,
Stephen Curry,0,2PT Field Goal,22,-111,190,,
Stephen Curry,0,2PT Field Goal,18,-123,143,,
Stephen Curry,1,3PT Field Goal,24,222,108,,
Stephen Curry,1,2PT Field Goal,14,21,148,,
Stephen Curry,0,3PT Field Goal,26,-64,255,,
Stephen Curry,1,2PT Field Goal,18,10,183,,
Stephen Curry,1,3PT Field Goal,26,-52,263,,
Stephen Curry,1,2PT Field Goal,16,-4,162,,
Stephen Curry,1,2PT Field Goal,20,62,194,,
Stephen Curry,1,3PT Field Goal,28,108,260,,
Stephen Curry,0,3PT Field Goal,26,-13,261,,
Stephen Curry,1,2PT Field Goal,20,185,82,,
Stephen Curry,1,3PT Field Goal,31,174,257,,
Stephen Curry,0,2PT Field Goal,19,-194,41,,
Stephen Curry,1,3PT Field Goal,31,-146,277,,
Stephen Curry,0,3PT Field Goal,26,-112,236,,
Stephen Curry,1,2PT Field Goal,19,-138,132,,
Stephen Curry,1,3PT Field Goal,24,-177,172,,
Stephen Curry,1,3PT Field Goal,27,174,209,,
Stephen Curry,1,3PT Field Goal,27,-171,220,,
Stephen Curry,0,3PT Field Goal,27,116,250,,
Stephen Curry,0,3PT Field Goal,28,157,233,,
Stephen Curry,1,3PT Field Goal,29,-95,280,,
Stephen Curry,1,3PT Field Goal,27,176,211,,
Stephen Curry,0,2PT Field Goal,16,124,115,,
Stephen Curry,1,3PT Field Goal,26,-21,260,,
Stephen Curry,1,2PT Field Goal,21,127,176,,
Stephen Curry,0,2PT Field Goal,21,-147,154,,
Stephen Curry,0,2PT Field Goal,21,-209,47,,
Stephen Curry,1,3PT Field Goal,28,181,225,,
Stephen Curry,1,3PT Field Goal,26,168,200,,
Stephen Curry,0,3PT Field Goal,29,-120,274,,
Stephen Curry,0,3PT Field Goal,26,89,246,,
Stephen Curry,0,2PT Field Goal,17,151,91,,
Stephen Curry,0,2PT Field Goal,20,-147,146,,
Stephen Curry,0,3PT Field Goal,26,189,186,,
Stephen Curry,0,3PT Field Goal,28,-40,279,,
Stephen Curry,0,3PT Field Goal,27,140,233,,
Stephen Curry,0,3PT Field Goal,24,13,244,,
Stephen Curry,1,3PT Field Goal,25,-157,203,,
Stephen Curry,1,2PT Field Goal,19,159,112,,
Stephen Curry,0,3PT Field Goal,29,-41,288,,
Stephen Curry,0,3PT Field Goal,25,-70,244,,
Stephen Curry,1,3PT Field Goal,27,-175,209,,
Stephen Curry,1,3PT Field Goal,24,-51,242,,
Stephen Curry,1,3PT Field Goal,24,236,53,,
Stephen Curry,1,2PT Field Goal,21,-117,186,,
Stephen Curry,1,3PT Field Goal,23,230,-14,,
Stephen Curry,0,3PT Field Goal,45,191,418,,
Stephen Curry,0,3PT Field Goal,29,162,246,,
Stephen Curry,1,3PT Field Goal,24,36,247,,
Stephen Curry,1,3PT Field Goal,26,-191,184,,
Stephen Curry,1,3PT Field Goal,25,-8,255,,
Stephen Curry,1,3PT Field Goal,25,218,129,,
Stephen Curry,1,3PT Field Goal,26,-86,247,,
Stephen Curry,0,3PT Field Goal,26,0,265,,
Stephen Curry,0,3PT Field Goal,27,143,230,,
Stephen Curry,1,3PT Field Goal,26,130,235,,
Stephen Curry,1,3PT Field Goal,26,-157,216,,
Stephen Curry,0,3PT Field Goal,28,-123,255,,
Stephen Curry,1,3PT Field Goal,24,-231,74,,
Stephen Curry,1,3PT Field Goal,24,-166,179,,
Stephen Curry,0,2PT Field Goal,21,-149,160,,
Stephen Curry,0,3PT Field Goal,26,17,260,,
Stephen Curry,0,3PT Field Goal,26,-4,260,,
Stephen Curry,1,3PT Field Goal,28,-127,255,,
Stephen Curry,0,3PT Field Goal,25,-213,148,,
Stephen Curry,0,3PT Field Goal,27,-82,263,,
Stephen Curry,0,3PT Field Goal,25,-70,246,,
Stephen Curry,0,3PT Field Goal,28,91,265,,
Stephen Curry,0,3PT Field Goal,25,-182,181,,
Stephen Curry,0,3PT Field Goal,24,211,129,,
Stephen Curry,0,3PT Field Goal,24,239,72,,
Stephen Curry,0,2PT Field Goal,18,-150,104,,
Stephen Curry,0,3PT Field Goal,23,233,34,,
Stephen Curry,0,2PT Field Goal,22,189,113,,
Stephen Curry,1,2PT Field Goal,20,-103,173,,
Stephen Curry,1,3PT Field Goal,24,4,244,,
Stephen Curry,1,2PT Field Goal,16,1,165,,
Stephen Curry,0,3PT Field Goal,27,-106,249,,
Stephen Curry,1,3PT Field Goal,27,18,277,,
Stephen Curry,1,2PT Field Goal,19,-82,175,,
Stephen Curry,1,3PT Field Goal,26,179,192,,
Stephen Curry,0,3PT Field Goal,26,-120,241,,
Stephen Curry,1,3PT Field Goal,25,225,123,,
Stephen Curry,0,2PT Field Goal,18,111,146,,
Stephen Curry,0,3PT Field Goal,31,-182,252,,
Stephen Curry,1,3PT Field Goal,27,-93,260,,
Stephen Curry,0,2PT Field Goal,16,-10,160,,
Stephen Curry,1,3PT Field Goal,25,0,254,,
Stephen Curry,1,3PT Field Goal,26,108,242,,
Stephen Curry,1,3PT Field Goal,28,218,190,,
Stephen Curry,1,2PT Field Goal,16,83,138,,
Stephen Curry,1,2PT Field Goal,9,39,91,,
Stephen Curry,1,3PT Field Goal,25,-109,228,,
Stephen Curry,1,2PT Field Goal,15,-155,31,,
Stephen Curry,1,3PT Field Goal,27,143,231,,
Stephen Curry,1,3PT Field Goal,28,121,258,,
Stephen Curry,1,2PT Field Goal,16,99,134,,
Stephen Curry,0,3PT Field Goal,26,144,228,,
Stephen Curry,1,3PT Field Goal,26,-32,266,,
Stephen Curry,0,3PT Field Goal,29,-190,225,,
Stephen Curry,0,2PT Field Goal,19,141,140,,
Stephen Curry,0,3PT Field Goal,26,-188,186,,
Stephen Curry,1,2PT Field Goal,20,83,192,,
Stephen Curry,0,3PT Field Goal,25,165,194,,
Stephen Curry,0,3PT Field Goal,22,-228,25,,
Stephen Curry,1,2PT Field Goal,18,59,178,,
Stephen Curry,0,3PT Field Goal,25,113,228,,
Stephen Curry,0,2PT Field Goal,19,110,162,,
Stephen Curry,0,2PT Field Goal,21,45,208,,
Stephen Curry,1,3PT Field Goal,25,-177,187,,
Stephen Curry,1,3PT Field Goal,28,-166,230,,
Stephen Curry,0,3PT Field Goal,23,237,-17,,
Stephen Curry,1,2PT Field Goal,11,48,108,,
Stephen Curry,0,3PT Field Goal,22,-228,25,,
Stephen Curry,1,3PT Field Goal,26,-100,244,,
Stephen Curry,0,2PT Field Goal,19,-175,88,,
Stephen Curry,0,3PT Field Goal,45,21,455,,
Stephen Curry,1,3PT Field Goal,28,114,258,,
Stephen Curry,0,3PT Field Goal,28,182,219,,
Stephen Curry,0,3PT Field Goal,24,-149,197,,
Stephen Curry,1,3PT Field Goal,28,-82,272,,
Stephen Curry,1,3PT Field Goal,25,-183,172,,
Stephen Curry,0,3PT Field Goal,26,200,167,,
Stephen Curry,1,2PT Field Goal,12,2,127,,
Stephen Curry,0,3PT Field Goal,27,94,258,,
Stephen Curry,1,2PT Field Goal,20,-160,124,,
Stephen Curry,0,3PT Field Goal,28,177,217,,
Stephen Curry,0,3PT Field Goal,26,-182,190,,
Stephen Curry,1,3PT Field Goal,26,-142,228,,
Stephen Curry,0,3PT Field Goal,26,-209,156,,
Stephen Curry,0,3PT Field Goal,24,163,187,,
Stephen Curry,0,3PT Field Goal,25,185,178,,
Stephen Curry,0,3PT Field Goal,25,-73,246,,
Stephen Curry,0,3PT Field Goal,26,-146,216,,
Stephen Curry,1,2PT Field Goal,15,43,153,,
Stephen Curry,1,2PT Field Goal,14,-7,149,,
Stephen Curry,1,3PT Field Goal,26,121,236,,
Stephen Curry,1,2PT Field Goal,1,-2,15,,
Stephen Curry,1,2PT Field Goal,0,-8,4,,
Stephen Curry,0,2PT Field Goal,1,12,7,,
Stephen Curry,1,2PT Field Goal,1,9,9,,
Stephen Curry,1,2PT Field Goal,2,23,-3,,
Stephen Curry,1,2PT Field Goal,0,1,1,,
Stephen Curry,1,2PT Field Goal,0,-2,3,,
Stephen Curry,0,2PT Field Goal,0,-2,9,,
Stephen Curry,1,2PT Field Goal,1,-15,7,,
Stephen Curry,1,2PT Field Goal,1,-15,3,,
Stephen Curry,1,2PT Field Goal,1,-5,14,,
Stephen Curry,1,2PT Field Goal,1,4,14,,
Stephen Curry,0,2PT Field Goal,2,28,0,,
Stephen Curry,1,2PT Field Goal,1,9,9,,
Stephen Curry,1,2PT Field Goal,1,-10,6,,
Stephen Curry,1,2PT Field Goal,2,13,17,,
Stephen Curry,1,2PT Field Goal,1,-16,4,,
Stephen Curry,1,2PT Field Goal,2,-2,26,,
Stephen Curry,1,2PT Field Goal,0,-5,-2,,
Stephen Curry,0,2PT Field Goal,1,-16,0,,
Stephen Curry,0,2PT Field Goal,14,-130,55,,
Stephen Curry,1,2PT Field Goal,6,58,37,,
Stephen Curry,1,2PT Field Goal,10,-87,50,,
Stephen Curry,1,2PT Field Goal,11,-79,85,,
Stephen Curry,1,2PT Field Goal,3,-30,17,,
Stephen Curry,1,2PT Field Goal,16,47,159,,
Stephen Curry,1,2PT Field Goal,10,100,37,,
Stephen Curry,1,2PT Field Goal,6,62,12,,
Stephen Curry,0,2PT Field Goal,8,65,60,,
Stephen Curry,1,2PT Field Goal,11,88,80,,
Stephen Curry,1,2PT Field Goal,3,13,30,,
Stephen Curry,1,2PT Field Goal,17,-158,86,,
Stephen Curry,0,2PT Field Goal,10,103,28,,
Stephen Curry,1,2PT Field Goal,4,10,39,,
Stephen Curry,1,2PT Field Goal,7,53,50,,
Stephen Curry,1,2PT Field Goal,12,94,75,,
Stephen Curry,1,2PT Field Goal,7,-60,45,,
Stephen Curry,1,2PT Field Goal,4,-21,36,,
Stephen Curry,1,2PT Field Goal,12,-116,41,,
Stephen Curry,1,2PT Field Goal,9,-86,33,,
Stephen Curry,1,2PT Field Goal,5,51,0,,
Stephen Curry,1,2PT Field Goal,2,10,19,,
Stephen Curry,1,2PT Field Goal,1,18,3,,
Stephen Curry,0,2PT Field Goal,2,-5,22,,
Stephen Curry,1,2PT Field Goal,4,43,4,,
Stephen Curry,0,3PT Field Goal,50,-82,496,,
Stephen Curry,0,2PT Field Goal,14,9,142,,
Stephen Curry,0,2PT Field Goal,6,-37,48,,
Stephen Curry,1,2PT Field Goal,8,-4,80,,
Stephen Curry,1,2PT Field Goal,10,-81,72,,
Stephen Curry,1,2PT Field Goal,8,-79,23,,
Stephen Curry,1,2PT Field Goal,9,-64,75,,
Stephen Curry,0,2PT Field Goal,4,48,1,,
Stephen Curry,0,2PT Field Goal,4,-29,30,,
Stephen Curry,0,2PT Field Goal,11,-43,107,,
Stephen Curry,1,2PT Field Goal,18,-142,121,,
Stephen Curry,0,2PT Field Goal,4,-5,48,,
Stephen Curry,1,2PT Field Goal,6,-41,56,,
Stephen Curry,0,2PT Field Goal,10,100,26,,
Stephen Curry,0,2PT Field Goal,16,94,140,,
Stephen Curry,0,2PT Field Goal,7,42,61,,
Stephen Curry,0,2PT Field Goal,12,45,121,,
Stephen Curry,1,2PT Field Goal,10,-100,36,,
Stephen Curry,1,2PT Field Goal,11,26,108,,
Stephen Curry,0,2PT Field Goal,7,65,37,,
Stephen Curry,1,2PT Field Goal,10,-89,58,,
Stephen Curry,1,2PT Field Goal,19,110,164,,
Stephen Curry,1,2PT Field Goal,11,-30,112,,
Stephen Curry,1,2PT Field Goal,2,21,19,,
Stephen Curry,1,2PT Field Goal,0,-5,0,,
Stephen Curry,1,2PT Field Goal,3,-35,9,,
Stephen Curry,0,2PT Field Goal,1,-8,11,,
Stephen Curry,1,2PT Field Goal,0,-2,9,,
Stephen Curry,0,2PT Field Goal,2,21,19,,
Stephen Curry,1,2PT Field Goal,4,-43,11,,
Stephen Curry,1,2PT Field Goal,3,12,28,,
Stephen Curry,1,2PT Field Goal,1,-18,4,,
Stephen Curry,1,2PT Field Goal,0,0,1,,
Stephen Curry,0,2PT Field Goal,21,-210,31,,
Stephen Curry,1,3PT Field Goal,23,-234,37,,
Stephen Curry,0,3PT Field Goal,27,-190,194,,
Stephen Curry,1,3PT Field Goal,28,-210,190,,
Stephen Curry,1,3PT Field Goal,25,0,252,,
Stephen Curry,0,3PT Field Goal,29,192,224,,
Stephen Curry,0,2PT Field Goal,5,-46,22,,
Stephen Curry,0,2PT Field Goal,17,20,172,,
Stephen Curry,0,3PT Field Goal,27,189,201,,
Stephen Curry,1,2PT Field Goal,17,-123,129,,
Stephen Curry,0,2PT Field Goal,17,129,118,,
Stephen Curry,1,2PT Field Goal,21,-98,189,,
Stephen Curry,0,3PT Field Goal,23,237,19,,
Stephen Curry,1,3PT Field Goal,26,133,224,,
Stephen Curry,1,2PT Field Goal,18,124,132,,
Stephen Curry,0,3PT Field Goal,26,99,249,,
Stephen Curry,1,3PT Field Goal,27,165,220,,
Stephen Curry,0,3PT Field Goal,26,-166,206,,
Stephen Curry,1,2PT Field Goal,18,-166,83,,
Stephen Curry,1,3PT Field Goal,27,-201,190,,
Stephen Curry,1,2PT Field Goal,21,116,181,,
Stephen Curry,1,2PT Field Goal,17,176,34,,
Stephen Curry,0,2PT Field Goal,14,-11,149,,
Stephen Curry,0,3PT Field Goal,25,31,258,,
Stephen Curry,0,3PT Field Goal,24,234,66,,
Stephen Curry,1,3PT Field Goal,24,-202,145,,
Stephen Curry,1,3PT Field Goal,27,54,268,,
Stephen Curry,0,2PT Field Goal,19,195,20,,
Stephen Curry,1,2PT Field Goal,21,138,159,,
Stephen Curry,1,3PT Field Goal,27,-190,200,,
Stephen Curry,1,3PT Field Goal,24,233,82,,
Stephen Curry,0,2PT Field Goal,19,105,165,,
Stephen Curry,1,3PT Field Goal,24,-158,187,,
Stephen Curry,0,3PT Field Goal,24,17,242,,
Stephen Curry,1,2PT Field Goal,18,179,19,,
Stephen Curry,0,3PT Field Goal,25,-52,246,,
Stephen Curry,1,3PT Field Goal,24,-218,113,,
Stephen Curry,1,3PT Field Goal,27,187,206,,
Stephen Curry,0,3PT Field Goal,25,0,254,,
Stephen Curry,0,2PT Field Goal,20,-202,42,,
Stephen Curry,0,3PT Field Goal,26,-183,197,,
Stephen Curry,1,3PT Field Goal,26,166,203,,
Stephen Curry,1,3PT Field Goal,24,-174,172,,
Stephen Curry,0,2PT Field Goal,21,75,206,,
Stephen Curry,0,3PT Field Goal,25,-204,146,,
Stephen Curry,1,3PT Field Goal,26,99,250,,
Stephen Curry,0,2PT Field Goal,22,99,203,,
Stephen Curry,0,2PT Field Goal,18,-185,28,,
Stephen Curry,1,2PT Field Goal,16,-160,4,,
Stephen Curry,0,2PT Field Goal,16,-152,56,,
Stephen Curry,1,3PT Field Goal,27,-71,263,,
Stephen Curry,1,3PT Field Goal,25,200,157,,
Stephen Curry,1,3PT Field Goal,25,-196,156,,
Stephen Curry,0,3PT Field Goal,26,113,241,,
Stephen Curry,0,3PT Field Goal,24,177,173,,
Stephen Curry,0,2PT Field Goal,21,147,160,,
Stephen Curry,1,2PT Field Goal,19,73,183,,
Stephen Curry,0,3PT Field Goal,25,-119,227,,
Stephen Curry,0,2PT Field Goal,21,135,168,,
Stephen Curry,0,2PT Field Goal,16,-146,86,,
Stephen Curry,0,2PT Field Goal,21,-68,205,,
Stephen Curry,0,3PT Field Goal,24,95,225,,
Stephen Curry,1,3PT Field Goal,25,0,255,,
Stephen Curry,0,2PT Field Goal,18,-171,63,,
Stephen Curry,0,2PT Field Goal,15,-157,28,,
Stephen Curry,0,3PT Field Goal,27,-15,272,,
Stephen Curry,1,2PT Field Goal,14,-73,126,,
Stephen Curry,1,2PT Field Goal,20,94,187,,
Stephen Curry,0,2PT Field Goal,22,163,157,,
Stephen Curry,0,2PT Field Goal,22,157,156,,
Stephen Curry,1,2PT Field Goal,16,-97,138,,
Stephen Curry,1,2PT Field Goal,22,-185,135,,
Stephen Curry,0,3PT Field Goal,25,34,254,,
Stephen Curry,0,2PT Field Goal,20,203,41,,
Stephen Curry,0,2PT Field Goal,19,-136,138,,
Stephen Curry,0,3PT Field Goal,27,157,230,,
Stephen Curry,1,2PT Field Goal,20,28,206,,
Stephen Curry,1,3PT Field Goal,26,-130,228,,
Stephen Curry,0,3PT Field Goal,26,105,246,,
Stephen Curry,0,2PT Field Goal,20,89,183,,
Stephen Curry,1,3PT Field Goal,25,129,225,,
Stephen Curry,0,2PT Field Goal,15,152,23,,
Stephen Curry,0,2PT Field Goal,21,207,61,,
Stephen Curry,1,3PT Field Goal,24,204,137,,
Stephen Curry,1,3PT Field Goal,28,-193,206,,
Stephen Curry,0,3PT Field Goal,26,88,252,,
Stephen Curry,1,3PT Field Goal,28,-125,255,,
Stephen Curry,1,2PT Field Goal,18,173,56,,
Stephen Curry,0,3PT Field Goal,24,-201,148,,
Stephen Curry,0,3PT Field Goal,26,-205,164,,
Stephen Curry,1,2PT Field Goal,9,-92,36,,
Stephen Curry,0,2PT Field Goal,20,1,201,,
Stephen Curry,0,3PT Field Goal,27,99,260,,
Stephen Curry,0,3PT Field Goal,26,157,217,,
Stephen Curry,1,3PT Field Goal,25,163,197,,
Stephen Curry,1,3PT Field Goal,25,-117,224,,
Stephen Curry,1,3PT Field Goal,26,69,257,,
Stephen Curry,1,3PT Field Goal,25,151,209,,
Stephen Curry,1,3PT Field Goal,27,97,261,,
Stephen Curry,0,2PT Field Goal,19,149,132,,
Stephen Curry,1,3PT Field Goal,25,149,211,,
Stephen Curry,1,3PT Field Goal,27,159,224,,
Stephen Curry,1,2PT Field Goal,18,-153,108,,
Stephen Curry,0,2PT Field Goal,10,105,20,,
Stephen Curry,0,2PT Field Goal,12,103,63,,
Stephen Curry,1,2PT Field Goal,6,48,45,,
Stephen Curry,1,2PT Field Goal,6,-38,53,,
Stephen Curry,0,2PT Field Goal,13,-127,53,,
Stephen Curry,0,2PT Field Goal,17,-108,140,,
Stephen Curry,0,3PT Field Goal,33,141,299,,
Stephen Curry,0,2PT Field Goal,16,154,71,,
Stephen Curry,1,2PT Field Goal,12,121,14,,
Stephen Curry,0,2PT Field Goal,10,103,15,,
Stephen Curry,0,2PT Field Goal,3,28,17,,
Stephen Curry,0,3PT Field Goal,26,-89,246,,
Stephen Curry,0,2PT Field Goal,18,-111,151,,
Stephen Curry,0,2PT Field Goal,14,140,26,,
Stephen Curry,0,2PT Field Goal,9,-2,96,,
Stephen Curry,1,2PT Field Goal,14,-73,126,,
Stephen Curry,0,2PT Field Goal,20,190,83,,
Stephen Curry,0,2PT Field Goal,17,-67,159,,
,653,,17.12,,,,
